audio_path|speaker_id|speaker_name|role|gender|language|start_sec|end_sec|duration|text|text_words|text_chars|style|sample_rate
wavs/SPEAKER_00/0011_01401.85-01587.44.wav|N|Нуркыз Кадырбекова|guest|F|ky|1401.85|1587.44|185.59|бизди мени кейиткен нерсе бул сүйлөшүү чеберчилиги оратордук өнөр деген бул илим да кеп маданияты бул илим тил илиминин эле бир чоң ошол илимий аспектти окутайын десең мүмкүн эмес да ошону жөнөкөйлөштүрүп жанагындай кылып таңгактап иргеп терип анан ошону бир өзү бир токуп дегендей күнүмдүк турмушка анан азыркы биздин кабыл алуу аң сезимибиздин деңгээл дараметине ылайыктуу иштеп чыгыш керек болуп атат фразелогизм десең фразелогизм эмне эле дегенде ошо жыргап эле ыйлагың келет жыргап эле ыйлагың келет анан синонимдерди көбөйтүш керексиң синоним кайсы эле деп калганда бардар бакыбат беш кишиге жетекчи иштүөчү анан мындай жетише адамдар ушинтип сураганда капа болуп кокуй ай депчи бирок ошого карабастан эмиудйаа ошол тарапталөнүктүрүп жумуш берип атпайбы анан кой эми таң калбай бири бирибизге пайдалуу кылганына шүгүр алардын баары эле фразелогизм синоним кеп маданиятын түшүнө берсе мени эмнени окутат бул деле аллах таалахтын мындай кенендиги айкөлдүгү адилеттүүлүгү деп мээримдүүлүгү деп окутуп атабыз бул биринчи көйгөй экинчи көйгөй нерсе келип эле менин башым ачып эле үйрөтүп койсо анан мен эртең эле чечен болуп калсам дейт андай жок да бүгүн мээрим жуманазарова менен айсулуу тыныбекова жоламан акжолдор дүйнөнү багындырып рейтингке чыгып аткан болсо алар курбандык салып биз ашканада шернеде аш жеп отурганда алар залда отурду да аз уктады буту сынса аксап жүрүп тарамыш үзүлүп кетип рингке чыкты ошол сыяктуу илим деле бул чеберчилик алар күрөштүн чеберчилигине жеткен сыяктуу ораторлук чечендик чеберчиликке жетиш үчүн ошентип сааттап сөзгө маани берип сааттап жаттап анан күнүнө сөзсүз китеп окуп кайра ошону колдонуп практикалап анан ошол болбой калса өнүктүрүп бүгүн жаңы сөз үйрөнгөн жокмун деп талап болмоюнча натыйжа болбой турган узак процесс экенин түшүндүрө албай калганда капа болуп кетем андан кийинки дагы бир чоң көйгөй мен сатуу менеджермин дейт да же мен блогерм ошо инстаграмга ылайык эле сөз байлык болсо болот дейт ушу эледен качан кутулат экенбиз э бул сүйлөө чеберчилиги кептин маданият ынандыруу мүмкүнчүлүгү жана чечендик өнөр бул универсалдуу качан болсо үй бүлөлүк мамиледе коомдук мамиледе башкаруу менеджерликте таасир этүүдө же жөн эле жашооңду жеңилдетүүдө же өнөктөш табууда абдан маанилүү качан болсо каерде сууруп чыгып йн турган маки бычактай универсалдуу өнөр курал экендигин билиш керекпиз анан акыркысы үндү өзгөртсө болот десем ишенбейт да бул үн аспап үндү өзгөртсө болот десең жок менин үнүм корулдак дей берет да жок үн дагы комуз күүлөгөн сыяктуу|371|2504|conversational|44100
wavs/SPEAKER_01/0012_01588.15-01606.28.wav|G|Гүлзада Таалайбекова|host|F|ky|1588.15|1606.28|18.13|ооба эң туура кошулам анткени учурунда мен деле мисалы маселен журналист тармагына келгенге чейин үнүмдөн уялчумун бирок китеп окуп радио тармагында иштеп улам сиз айткандай жана артикуляциялык көнүгүүлөрдү жасап анан кийин үндү таптаганга толук мүмкүнчүлүк жаралды да|37|268|conversational|44100
wavs/SPEAKER_00/0012_01606.28-01610.78.wav|N|Нуркыз Кадырбекова|guest|F|ky|1606.28|1610.78|4.50|жакшы болбодубу сиз да тастыктап койбодуңузбу муну эфирден|8|58|conversational|44100
wavs/SPEAKER_01/0013_01610.78-01645.53.wav|G|Гүлзада Таалайбекова|host|F|ky|1610.78|1645.53|34.75|рахмат эң сонун жооп бердиңиз нургыз эже негизи ушул тил жаатында сөз байлыкты өстүрүү жаатында негизи эле сөздүн күчү канчалык экендигин азыр дагы да бир жолу даңазалап айтып өттүңүз да негизи сөздүн касиети канчалык чоң экендигин ушул боюнча дагы бир бышыктап кетсеңиз негизи биз жанакы кандай десек психология менен мына ушул сөздүн бир байланыштары боюнча сурап кетким келип атат да ооба мисалы ушул боюнча кыскача|65|418|conversational|44100
wavs/SPEAKER_00/0013_01645.53-01836.17.wav|N|Нуркыз Кадырбекова|guest|F|ky|1645.53|1836.17|190.64|байланыш баягы башында айтпадыкпы ниет депчи азыр эми ушундай бир кооз шыктандыруу дегенди мотивация деп койсоң башкача да анан устат үйрөткөн жол көрсөткүч агайым дегенге караганда наставник коуч деп койсоң башкача да же тренер деп койсоң же болбосо эл алдына чыгып сүйлөгөн чечен дегенге караганда спикер деп койсоңбашк аны сыңардай психология десе эле бизде башкача болуп калат психология биздин аң сезим дүйнө таанымыбыз ниетибиз мындай ойлоо манерабыз ички дүйнөүз сүйлөгөнгө чейинки сүйлөп жаткандагы баардык аракетибиздин көрүнбөгөн жагы да ал ошонго байланыштуу да жөнөкөй эле мисалы кээ бир адамдар өзүнчө эле жөнөкөй болом деп ошо жүрөбүз бизбечараларды алат бул адамдын психологиясына же өзүнүн кыйын экендигин далилдегиси келип аткан бир жесть жатат же чындап эле өз алдына ишенбестик жатат муну мындай караганда анын ойлоосун дароо түшүнүп коюуга мүмкүнчүлүк бар сүйлөп атканда деле мен деген ушундай кылдым деп аткан болсо анда азыркы абалына зорго жеткендигинез өзү дагы ынанпай кетет ошол мен андай эмесминби депчи өзү баса белгилеп жаткан болсо анан сүрдөп аткан болсоңуз дагы бул сиздин жетишпегендигиңиздин же кемпайлыгыңыздын же алсыздыгыңыздын белгиси эмес ыйманыңыздын бар экендигинин белгиси да ыйманы бар киши уялат да сүрдөөнү бул жөн эле нормалдуу сезим экендигин түшүнүш керек а бул баягы сезим бул болуш керек келиш керек жанагы турмушка чыгасың боюңда болуш керек токсикоз болуш керек төрөшүң керек дегендей эле сүрдөнүү бул нормалдуу сезим бир орус айтты эле путин да сүрдөйт депчи сүрдөш керек бул ыйманыбыздын белгиси би мен эле кыйын эмес мен бир жаңылгыч пендемин мен бир кам сүт эмген пендемин кудай жаңылдырба деген кудай таалага болгон өзүбүздүн тапшыруубуз толкундоо жоопкерчилик сезими болгону ошону жеңе билиш керек экендигин билиш керек да ошон үчүн психология деген бул сүйлөөгө ушундай бир таасир эте турган тыгыз байланыш өнүмүнө маани бере турган ниетти жарата турган бир чоң биздин айдыңыбыз көрүнбөгөн көмүскө бирок жети асмандай чалкыган бир жагдайыбыз ааламыбыз экендигин бил сүйлөгөн сөзүбүз оңолот ошол аң сезимибизди ниетибизди энергиябызды дитибизди дээрибизди оңдогондо сөзүбүз жакшырат ошон үчүн психологиясы бузулган адам мен союп кетем сайып коем анан кесип коем жок кылып коем бир кнопкаме мынтип коем деп сүйлөй баштайт оозуна ошол келет да ниети бузулган адам анан жан дүйнөсүндө бактылуулук өргүп турганда ай көйнөк сонун жарашыптыр кечегиден даг сулуусуз сизди бир жакшы көрүп кучактап коеюнчу десе демек анын дилинде бактылуулук турган болот ошон үчүн сөзүбүз жакшы болсун бирөөгө жагымдуу болоюн дилин оорутпайын бирөөнүн кан жар сымал жаралап койбоюн дейт тил жарасы бүтпөйт айыкпайт анан бычак жарасы айыгат дейт ошондой болуп калбайын десек анда биз психологиябызды оңдошубуз керек бул өтө тыгыз байланыш|406|2771|conversational|44100
wavs/SPEAKER_01/0014_01836.17-01856.62.wav|G|Гүлзада Таалайбекова|host|F|ky|1836.17|1856.62|20.45|жан дүйнөбүз аллах ыраазы болсун нургыз эже алтындай болгон убактыңызды эң алгач бөлүп келип бергендигиңиз үчүн эң эле алгач сизге ыраазычылык билдиребиз анан азыр акыркы дагы бир суроону берип өтөйүн деп атам бул убакыт тууралуу убакытты туура үнөмдөө боюнча ушул боюнча кыскача ушу айтып берсеңиз бизге|46|304|conversational|44100
wavs/SPEAKER_00/0014_01856.62-02030.41.wav|N|Нуркыз Кадырбекова|guest|F|ky|1856.62|2030.41|173.79|убакытка тактык убакытты сактоо убакытты белгилөө боюнча сааты жок эле кум сааты эчтекеси жок эле кыргызчалык жоопкерчиликтүү эл болгон эмес да мен манасты окуган кыргыздын наркына маа берген идеологиясына артыкчылык берген консерватор кыргыздын наркын сүйгөн адам катары бир нерсени баа берейин кечигип калса кыргызча жоопкерчиликсиз болсо кыргызча бул кыргыз деген сөз дал ошол кыргыздын чыккынчылары жана өздөрү бүгүнкү күндө жоопкерчиликсиз адамдар кыргыз нак так туура жүргөн аркан бою кездешкенде десе бүгүн кыргыздардын жыйыны курултай өтө турган болсо тээ нарынга оштон туруп келип калган ошол күнгө ошол саатка ошондуктан убакытка так болуу ар бир кыргыз жана кыргызстандыктын милдети деп эсептейм экинчиси кыргызча тактык беш мүнөт эрте деген бир замандашыбыздын китеби чыккан бул ошондой анан tiймe menеgжment деп эле бирөө дүйнөдө китеп жазып койгон экен бул жөн эле убакытты башкаруу деген эле сөз а tiйм mенеджмент деп эле анан ошолорду жок биринчи убактысын бөлүштүргүсү келген адам өзүнүн уйкусун бөлүштүрүш керек анан миссиясын артыкчылык бериш керек кайсы ишим маанилүү кайсы ишим маанилүү эмес депи ушундай маанилүү бизде сүйлөп отура беребиз да ушу сүйлөп убакытты кетирбеш керек жөн эле мына мен сиздин сонун постуңуздун астына кирем да анан ай гүлзада тиги ичккөз айнегиңди алып койбойсуңбу анан ак жолук салынбайсыңбы көк жоолук салынбайсыңбы десем мен убактымы кор колуп атам сөзүмү да кор колуп атам ошол нерседе сонун деп бармагым өсүп кетип анан сиздин сөзүңүз менен амалыңыздан бир нерсени алып барып балама айтсам мына мен убакытты туура пайдалангам мына мен мүмкүнчүлүктү туура пайдаланганым мүмкүнчүлүктү колдон чыгарбаган ушул нерсени айтып жет албай чарчадым ютуб каналдарга ушул илимибиз кичине жогумдуу болуп калабы экен деп ошол жиндилер отурат деген тикток тармагына айдыңына инстаграмга фейсбукка биз илимдерибизди киргизебиз жүз киши рахмат деп жазыса жүз биринчиси башыңыздагы эмне ая анан неме оозуңузду боедуңуз беле анан көзүңүздү анан ошол кишилерге мен капа болбойм убактысына күйөм да ка энергиясы бирдиги мынану жазган телефондун кубаты убактысы сөзү корободубу аи деп анан бир жакшы дуба кылып коем ушулардын да убактысын берекелүү кыла көр кудай депчи ошол сыяктуу мынакей азыр силерге да рахмат убакытты туура пайдаланып азыр эжеке барып үйүңүздө деле отурат элеңиз ошол аралыкта келип түз эфирге келип кетиңиз деп чакырган убакытты туура түшүнгөн убакытты текке кетирбеген мүмкүнчүлүктү баалаган жакшы адамдарга микрофонду сунуп ошону жеткирүүнү миссия кылган сиздердин жамаатка дагы ыраазычылык билдирип ктейн бр болуңар|370|2572|conversational|44100
wavs/SPEAKER_01/0015_02030.41-02037.41.wav|G|Гүлзада Таалайбекова|host|F|ky|2030.41|2037.41|7.00|чоң рахмат аллах ыраазы болсун эмесе биздин көрөрмандарга угармандарга өзүңүздүн жылуу сөзүңүздү арнап өтсөңүз ооба буюрса|16|122|conversational|44100
wavs/SPEAKER_00/0015_02037.41-02158.24.wav|N|Нуркыз Кадырбекова|guest|F|ky|2037.41|2158.24|120.83|ушул азыр жылуу сөзүңүздү арнап өтүңүз деген кандай жакшы э бул мындай бир мүмкүнчүлүк азыр биз журналисттерди мен өзүм мына жыйырма жылдык тележурналист болдум канча шакирт тарбияладым эфирге барып калабыз бүгүн конок катары мынтип айта беришет да сизге эркин микрофон ага чейин эркин эмес микрофон беле ага чейин эмне мурдубузду кайрып отурдук беле колубузду кайрып ошол сыяктуу бир жакшы сөзүңүздү айтып кет деген бир нерсеңизди сурабай калдымбы ушундай бир мүмкүнчүлүк болду эле айтып калууга сизге мүмкүнчүлүк дегендин бир сонун формулировкасы экен мен муну журналисттерге сунуштайт элем биринчиси экинчиси менин айткым келгени ушундай тил берген эки жүз миңден ашык түрү бар жандуунун ичинен кудай таала адам кылган ыйман сыйлаган анын ичинде да кыргызстанды жашатып кыргыз тилин сүйлөткөн кудайыма дайым мактоолорду айтам анан бейэсеп шүгүр келтирем анан экинчиси ушул ар бир сөзүбүз мамлекеттик тилибиздин астындаы ар бирибиздин миссиябыз жана кылган чоң салымыбыз ошол тилде так туура даана жеткиликтүү кооз башкалар укса сүйлөгүсү келип кеткендей  деп жүрөгүн ойготкондой сүйлөгөнөзү андан кийинкиси күнүмдүк жашоодо эл журтка сени тейлеп аткан таксистке балким арабакечке көйнөгүңдү тигип берп батинкеңи каккан устага сонун сүйлөгөндүгүң бул сенин берген анча мынча чөнтөгүңнөн чай ичип кой деген садагадан бир материалдык нерседен бийик тура тургандыгын арнасак бүгүн тема сөз тууралуу сөз баалуулугу сөздүн керемети тилдин күчү тууралуу болуп калгандыгына байланыштуу ушул нерсени айткым келди бири бирибизден комплимент жакшы сөз алкоо бато ыраазычылык баалоо деген сезимдерди сөздөрдү аябасак деп кетем бар болуңуздар бизди көтөргөн бизди баалаган бизди ушундай бир бул сөз баккан адам да деп чыгарган бул эл элден айланса болот ошо ар бириңиздердин үй бүлөңүздөрдө жакшылык тар болсын|256|1800|conversational|44100
wavs/SPEAKER_01/0016_02158.24-02176.50.wav|G|Гүлзада Таалайбекова|host|F|ky|2158.24|2176.50|18.26|чоң рахмат сизге да терең ыраазычылык билдиребиз үй бүлөңүз менен сак саламатта болуңуз ден соолукта болуңуз жана биздин кыргызстандын айымдарын өнүктүрүп өстүрүп жүрө бериңиз э омин кадырлуу көрөрмандар бизге бөлүнгөн убакыт дагы соңуна келип жетти келэрки көрсөтүүбүзгө чейин ассаляму алейкум ва рахматуллахи ва баракатух|44|323|conversational|44100
